Informe;Codigo de Producto;Lote;Fecha Informe;Fecha Recibido;Usuario;Cant Bultos;Cantidad Recibida;IDOrden
inf128442;.;;19/08/2022;19/08/2022;fball;0;1;125574_1
inf128447;.;;19/08/2022;19/08/2022;fball;0;4;124939_3
inf128443;.;;19/08/2022;19/08/2022;fball;0;2;128390_1
inf128448;.;;19/08/2022;19/08/2022;fball;0;1;124939_4
inf128450;.;;19/08/2022;19/08/2022;fball;0;1;124939_6
inf128449;.;;19/08/2022;19/08/2022;fball;0;1;124939_5
inf128446;.;;19/08/2022;19/08/2022;fball;0;4;124939_2
inf128445;.;;19/08/2022;19/08/2022;fball;0;1;124939_1
inf128996;3276;;24/08/2022;24/08/2022;crduna;9;2000;127335_2
inf128997;.;;24/08/2022;24/08/2022;crduna;0;8;127904_1
inf128998;.;;24/08/2022;24/08/2022;crduna;0;2;128413_1
inf130067;.;;31/08/2022;31/08/2022;rmoreno;0;256;126987_2
inf130069;.;;31/08/2022;31/08/2022;rmoreno;0;2;128168_1
inf130066;.;;31/08/2022;31/08/2022;rmoreno;0;3;128413_1
inf132111;.;;14/09/2022;14/09/2022;rmoreno;0;2000;128732_1
inf134387;.;;28/09/2022;28/09/2022;crduna;0;256;126987_3
inf134389;.;;28/09/2022;28/09/2022;crduna;0;10;128094_3
inf134394;3872;215389;28/09/2022;28/09/2022;crduna;3;40;128343_1
inf133273;.;;21/09/2022;21/09/2022;rmoreno;0;32;128997_1
inf131469;.;;09/09/2022;07/09/2022;crduna;0;60;127904_20
inf131468;12460;217031;09/09/2022;07/09/2022;crduna;9;144;127904_11
inf131455;.;;09/09/2022;07/09/2022;crduna;0;288;126996_5
inf131454;.;;09/09/2022;07/09/2022;crduna;0;1;128850_1
inf131453;.;;09/09/2022;07/09/2022;crduna;0;1;128838_1
inf135234;.;;04/10/2022;04/10/2022;fball;0;4;126892_1
inf135237;.;;04/10/2022;04/10/2022;fball;0;32;128095_2
inf135244;.;;04/10/2022;04/10/2022;fball;0;32;128178_3
inf135246;.;;04/10/2022;04/10/2022;fball;0;288;126996_6
inf135251;12460;217031;04/10/2022;04/10/2022;fball;18;288;127832_3
inf135255;12460;217031;04/10/2022;04/10/2022;fball;9;144;127904_12
inf135257;12640;L1300;04/10/2022;04/10/2022;fball;3;16;127904_19
inf136142;.;;13/10/2022;13/10/2022;rmoreno;0;1;129150_1
inf136143;.;;13/10/2022;12/10/2022;rmoreno;0;1;128694_1
inf136144;.;;13/10/2022;12/10/2022;rmoreno;0;1;128694_2
inf136145;.;;13/10/2022;12/10/2022;rmoreno;0;2;129259_2
inf136146;.;;13/10/2022;12/10/2022;rmoreno;0;5;129259_4
inf137679;.;;25/10/2022;19/10/2022;crduna;0;2;126767_1
inf137680;3872;218608;25/10/2022;19/10/2022;crduna;3;40;128343_1
inf138166;.;;27/10/2022;27/10/2022;fball;0;240;126987_4
inf138167;.;;27/10/2022;27/10/2022;fball;0;40;128088_4
inf138168;.;;27/10/2022;27/10/2022;fball;0;15;128088_8
inf138169;.;;27/10/2022;27/10/2022;fball;0;9;128088_10
inf138170;.;;27/10/2022;27/10/2022;fball;0;3;128088_13
inf138191;.;;27/10/2022;27/10/2022;fball;0;6;129661_1
inf138315;.;;27/10/2022;27/10/2022;crduna;0;-3;128088_13
inf142571;12580;177038;28/11/2022;28/11/2022;fball;1;3;128088_5
inf140475;.;;14/11/2022;09/11/2022;rmoreno;0;20;129930_1
inf143026;.;;01/12/2022;01/12/2022;fball;0;2;130050_1
inf145004;10001;EE288;15/12/2022;15/12/2022;fball;3;12;127904_2
inf141731;.;;23/11/2022;23/11/2022;crduna;0;5;128088_15
inf144309;.;;13/12/2022;07/12/2022;crduna;0;20;129930_2
inf142561;12360;K2370;28/11/2022;28/11/2022;fball;5;12,5;127904_4
inf143027;.;;01/12/2022;01/12/2022;fball;0;5;130050_2
inf139234;.;;03/11/2022;02/11/2022;crduna;0;78;129747_1
inf144305;.;;13/12/2022;07/12/2022;crduna;0;1;128087_4
inf142566;12760;EB989;28/11/2022;28/11/2022;fball;1;4;127904_21
inf140655;12380;M0490;14/11/2022;09/11/2022;crduna;3;30;127904_5
inf143023;.;;01/12/2022;01/12/2022;fball;0;6;129748_1
inf139235;.;;03/11/2022;02/11/2022;crduna;0;288;126996_7
inf144304;.;;13/12/2022;07/12/2022;crduna;0;1;128087_1
inf142569;.;;28/11/2022;28/11/2022;fball;0;10;128088_3
inf140657;.;;14/11/2022;09/11/2022;crduna;0;15;129931_1
inf143007;.;;01/12/2022;01/12/2022;fball;0;288;126996_9
inf139237;.;;03/11/2022;02/11/2022;crduna;0;16;126987_4
inf141167;.;;17/11/2022;16/11/2022;rmoreno;0;5;129039_5
inf144088;12400;L3130;12/12/2022;12/12/2022;fball;1;6;127839_3
inf142554;.;;28/11/2022;28/11/2022;fball;0;256;126987_5
inf140659;3872;218608;14/11/2022;09/11/2022;crduna;5;80;128343_2
inf143025;.;;01/12/2022;01/12/2022;fball;0;18;130054_1
inf139240;12460;217031;03/11/2022;02/11/2022;crduna;9;144;127904_13
inf141170;.;;17/11/2022;16/11/2022;rmoreno;0;5;129039_6
inf144090;12400;L3540;12/12/2022;12/12/2022;fball;1;6;127839_3
inf140660;12400;L3130;14/11/2022;09/11/2022;crduna;2;12;127839_1
inf143005;.;;01/12/2022;01/12/2022;fball;0;288;126996_8
inf144301;.;;13/12/2022;07/12/2022;crduna;0;4;128088_7
inf140662;12400;L3130;14/11/2022;09/11/2022;crduna;2;12;127839_2
inf143021;12460;217031;01/12/2022;01/12/2022;fball;18;288;127832_4
inf144311;.;;13/12/2022;07/12/2022;crduna;0;40;130256_2
inf140653;12640;L1300;14/11/2022;09/11/2022;crduna;4;24;129743_1
inf141169;.;;17/11/2022;16/11/2022;rmoreno;0;15;129039_3
inf140476;.;;14/11/2022;09/11/2022;rmoreno;0;4;129930_3
inf141168;.;;17/11/2022;16/11/2022;rmoreno;0;10;129039_2
inf144297;.;;13/12/2022;07/12/2022;crduna;0;1;127369_1
inf144299;.;;13/12/2022;07/12/2022;crduna;0;1;128414_1
inf144300;.;;13/12/2022;07/12/2022;crduna;0;4;128088_7
inf144302;.;;13/12/2022;07/12/2022;crduna;0;1;126893_1
inf144303;.;;13/12/2022;07/12/2022;crduna;0;1;128088_2
inf144310;.;;13/12/2022;07/12/2022;crduna;0;40;130256_1
inf105011;IMPEVI1;;11/02/2022;09/02/2022;crduna;0;1;124297_1
inf118564;133181D;22DE0194;07/06/2022;02/06/2022;crduna;1;25;125672_1
inf138149;133181;22MP3346;27/10/2022;26/10/2022;crduna;1;750;128022_1
inf121668;356279;22ME6774;01/07/2022;30/06/2022;crduna;86;1971,06;124200_1
inf102147;133190;22MP2658;15/01/2022;15/01/2022;mcruz;5;120;121320_1
inf106431;11340;22MP2757;24/02/2022;24/02/2022;mcruz;5;64,83;121317_2
inf107106;133193;22MP2766;04/03/2022;03/03/2022;crduna;4;79,785;123055_1
inf116805;11470;22MP2948;24/05/2022;23/05/2022;crduna;4;100;123050_1
inf116707;133193;22MP2946;23/05/2022;23/05/2022;crduna;5;100;124691_1
inf121484;11340;22MP3004;30/06/2022;29/06/2022;crduna;3;67,56;125831_1
inf121481;11340;22MP3003;30/06/2022;29/06/2022;crduna;3;67,935;125831_1
inf121477;11340;22MP3002;30/06/2022;29/06/2022;crduna;3;64,5;125831_1
inf122885;133193;22MP3042;08/07/2022;07/07/2022;crduna;5;90;125858_1
inf122887;133193;22MP3043;08/07/2022;07/07/2022;crduna;3;60;125858_1
inf136719;IMPEVI1;;18/10/2022;18/10/2022;crduna;0;1;126235_1
inf136720;IMPEVI1;;18/10/2022;18/10/2022;crduna;0;1;126235_2
inf136721;IMPEVI1;;18/10/2022;18/10/2022;crduna;0;1;126235_3
inf136722;IMPEVI1;;18/10/2022;18/10/2022;crduna;0;1;126235_4
inf136723;IMPEVI1;;18/10/2022;18/10/2022;crduna;0;1;126235_5
inf136795;137011D;22DE0211;18/10/2022;18/10/2022;crduna;1;10;126245_1
inf137562;IMPEVI1;;24/10/2022;24/10/2022;crduna;0;-1;126235_5
inf140233;133193;22MP3396;10/11/2022;10/11/2022;crduna;8;180;127608_1
inf140195;IMPEVI1;;10/11/2022;09/11/2022;crduna;0;1;126235_5
inf142411;11340;22MP3476;28/11/2022;28/11/2022;crduna;4;87,94;128620_1
inf142410;11340;22MP3475;28/11/2022;28/11/2022;crduna;4;89,34;128620_1
inf142409;11340;22MP3474;28/11/2022;28/11/2022;crduna;4;90,22;128620_1
inf116482;.;;20/05/2022;19/05/2022;crduna;0;4;125454_2
inf116481;.;;20/05/2022;19/05/2022;crduna;0;4;125454_1
inf116483;.;;20/05/2022;19/05/2022;crduna;0;4;125454_3
inf116484;.;;20/05/2022;19/05/2022;crduna;0;4;125454_4
inf116485;.;;20/05/2022;19/05/2022;crduna;0;1;125454_5
inf102320;.;;17/01/2022;17/01/2022;fball;0;3;124784_1
inf102322;.;;17/01/2022;17/01/2022;fball;0;2;123069_1
inf102255;.;;17/01/2022;17/01/2022;fball;0;272;122259_5
inf102599;256038;22MP2667;19/01/2022;19/01/2022;fball;1;25000;122979_1
inf102895;.;;20/01/2022;20/01/2022;fball;0;1;123618_1
inf102894;.;;20/01/2022;20/01/2022;fball;0;2;123693_1
inf103012;.;;21/01/2022;21/01/2022;fball;0;40;124708_1
inf103017;.;;21/01/2022;21/01/2022;fball;0;2;124708_7
inf103019;.;;21/01/2022;21/01/2022;fball;0;5;124708_8
inf103011;.;;21/01/2022;21/01/2022;fball;0;40;124708_1
inf103013;.;;21/01/2022;21/01/2022;fball;0;2;124708_2
inf103016;.;;21/01/2022;21/01/2022;fball;0;10;124708_6
inf103015;.;;21/01/2022;21/01/2022;fball;0;2;124708_4
inf103014;.;;21/01/2022;21/01/2022;fball;0;2;124708_3
inf103345;.;;25/01/2022;25/01/2022;fball;0;1;123618_2
inf103249;22355;22MP2680;25/01/2022;25/01/2022;fball;2;50;124060_1
inf103491;.;;26/01/2022;26/01/2022;crduna;0;1;124500_1
inf103739;.;;28/01/2022;28/01/2022;fball;0;1;120314_1
inf103906;.;;31/01/2022;31/01/2022;crduna;0;2;125089_2
inf103911;.;;31/01/2022;31/01/2022;crduna;0;1;125089_4
inf103910;.;;31/01/2022;31/01/2022;crduna;0;1;125089_3
inf103905;.;;31/01/2022;31/01/2022;crduna;0;2;125089_1
inf103907;.;;31/01/2022;31/01/2022;crduna;0;2;125089_2
inf103913;12760;K52240219;31/01/2022;31/01/2022;crduna;1;2,5;125089_5
inf104203;22150;22MP2705;03/02/2022;03/02/2022;crduna;2;5350;124062_1
inf104614;.;;07/02/2022;07/02/2022;mcruz;0;1;121817_3
inf104426;20240;22MP2730;07/02/2022;07/02/2022;crduna;1;180;124056_1
inf104699;5438;MB1976182;08/02/2022;08/02/2022;crduna;2;2;124998_2
inf104658;22120;22MP2734;08/02/2022;08/02/2022;crduna;1;1100;124620_1
inf104660;256023;22MP2735;08/02/2022;08/02/2022;crduna;2;50;122977_1
inf104661;256023;22MP2736;08/02/2022;08/02/2022;crduna;1;25;122977_1
inf104970;.;;11/02/2022;08/02/2022;crduna;0;1;124708_10
inf105107;12490;K53191334;11/02/2022;10/02/2022;crduna;2;9;121641_5
inf105087;256037;22MP2740;11/02/2022;10/02/2022;crduna;2;50;125266_1
inf105204;12440;I1141883;14/02/2022;10/02/2022;crduna;1;10;121787_5
inf105187;12440;K53082583;14/02/2022;10/02/2022;crduna;1;10;121787_5
inf105207;2895;K53824891;14/02/2022;10/02/2022;crduna;4;64;121858_4
inf105114;12490;I1160534;11/02/2022;10/02/2022;crduna;5;27;121641_5
inf105260;.;;14/02/2022;11/02/2022;crduna;0;1;125005_1
inf105186;12440;K52643883;14/02/2022;14/02/2022;crduna;1;10;121787_5
inf106205;.;;22/02/2022;22/02/2022;mcruz;0;59;125220_1
inf106204;.;;22/02/2022;22/02/2022;mcruz;0;1;124998_1
inf106203;.;;22/02/2022;22/02/2022;mcruz;0;2;124905_2
inf106202;4938;HC00705863;22/02/2022;22/02/2022;mcruz;2;2;124905_1
inf106197;.;;22/02/2022;22/02/2022;mcruz;0;5;125224_1
inf106196;.;;22/02/2022;22/02/2022;mcruz;0;4;125224_1
inf106195;.;;22/02/2022;22/02/2022;mcruz;0;1;125224_1
inf106198;.;;22/02/2022;22/02/2022;mcruz;0;10;125224_2
inf106313;2895;K53824874;23/02/2022;23/02/2022;mcruz;20;80;122261_4
inf106314;12460;I1154007;23/02/2022;23/02/2022;mcruz;40;160;122259_9
inf106315;.;;23/02/2022;23/02/2022;mcruz;0;2;121509_2
inf106316;.;;23/02/2022;23/02/2022;mcruz;0;3;125356_1
inf106312;20640;22MP2756;23/02/2022;23/02/2022;mcruz;2;341,4;122526_1
inf107302;.;;08/03/2022;04/03/2022;crduna;0;30;122259_4
inf107639;.;;09/03/2022;09/03/2022;mcruz;0;3;125500_1
inf107617;4167;HC16194541;09/03/2022;09/03/2022;mcruz;1;10;121792_3
inf107618;.;;09/03/2022;09/03/2022;mcruz;0;9;125220_1
inf107817;.;;11/03/2022;10/03/2022;crduna;0;1;124500_1
inf108125;.;;14/03/2022;14/03/2022;mcruz;0;32;125220_1
inf108123;.;;14/03/2022;14/03/2022;mcruz;0;256;122259_6
inf108229;.;;15/03/2022;15/03/2022;mcruz;0;1;125505_2
inf108230;.;;15/03/2022;15/03/2022;mcruz;0;1;125505_3
inf108563;253270;22MP2796;17/03/2022;17/03/2022;mcruz;3;15;122976_1
inf109101;.;;22/03/2022;21/03/2022;crduna;0;4;125428_1
inf109490;.;;28/03/2022;28/03/2022;crduna;0;2;125388_1
inf109790;12440;I1162683;30/03/2022;30/03/2022;crduna;3;30;121787_6
inf110559;256026;22MP2814;04/04/2022;04/04/2022;mcruz;1;1;124064_1
inf110990;256023;22MP2830;06/04/2022;06/04/2022;mcruz;5;125;124748_1
inf111664;.;;11/04/2022;11/04/2022;crduna;0;1;124905_4
inf111978;20640;22MP2756;13/04/2022;13/04/2022;mcruz;2;164;122526_1
inf113611;.;;29/04/2022;26/04/2022;crduna;0;8;126323_1
inf113901;12760;K52333825;02/05/2022;27/04/2022;crduna;3;18;126469_1
inf113956;.;;02/05/2022;29/04/2022;crduna;0;1;126632_1
inf114389;.;;04/05/2022;02/05/2022;crduna;0;2;126629_1
inf114390;.;;04/05/2022;02/05/2022;crduna;0;2;126629_2
inf114751;.;;05/05/2022;05/05/2022;mcruz;0;1;126271_8
inf114971;.;;07/05/2022;06/05/2022;crduna;0;1;125756_1
inf114972;.;;07/05/2022;06/05/2022;crduna;0;4;125756_1
inf115221;.;;10/05/2022;10/05/2022;crduna;0;1;126400_1
inf115856;256037;22MP2915;14/05/2022;12/05/2022;crduna;3;75;125631_1
inf115857;22150;22MP2916;14/05/2022;12/05/2022;crduna;2;5350;125578_1
inf115858;21781;22MP2917;14/05/2022;12/05/2022;crduna;50;1000;125658_1
inf115859;22150;22MP2918;14/05/2022;12/05/2022;crduna;6;16050;126557_1
inf116148;20640;22MP2924;17/05/2022;12/05/2022;crduna;1;247;121080_1
inf115907;12460;I1154007;14/05/2022;13/05/2022;crduna;10;160;122259_10
inf115906;.;;14/05/2022;13/05/2022;crduna;0;272;122259_7
inf115905;.;;14/05/2022;13/05/2022;crduna;0;3;125500_2
inf116094;.;;17/05/2022;16/05/2022;crduna;0;6;125687_1
inf116093;.;;17/05/2022;16/05/2022;crduna;0;2;126896_1
inf116759;.;;23/05/2022;20/05/2022;crduna;0;1;125636_10
inf116758;.;;23/05/2022;20/05/2022;crduna;0;1;125636_8
inf116757;.;;23/05/2022;20/05/2022;crduna;0;1;125636_4
inf116756;.;;23/05/2022;20/05/2022;crduna;0;3;125636_3
inf116755;.;;23/05/2022;20/05/2022;crduna;0;3;125636_2
inf116754;.;;23/05/2022;20/05/2022;crduna;0;1;125636_1
inf116753;.;;23/05/2022;20/05/2022;crduna;0;2;126968_1
inf116752;.;;23/05/2022;20/05/2022;crduna;0;1;126271_7
inf116760;.;;23/05/2022;20/05/2022;crduna;0;1;125636_11
inf116908;.;;26/05/2022;23/05/2022;crduna;0;1;125636_9
inf116906;.;;26/05/2022;23/05/2022;crduna;0;1;125636_7
inf116907;.;;26/05/2022;23/05/2022;crduna;0;1;126271_6
inf117066;.;;26/05/2022;24/05/2022;crduna;0;1;125428_1
inf117067;.;;26/05/2022;24/05/2022;crduna;0;2;125347_1
inf117086;.;;26/05/2022;26/05/2022;crduna;0;1;126988_1
inf117085;.;;26/05/2022;26/05/2022;crduna;0;1;125505_1
inf117082;.;;26/05/2022;26/05/2022;crduna;0;2;124905_3
inf117381;.;;30/05/2022;27/05/2022;crduna;0;11;126771_4
inf117382;.;;30/05/2022;27/05/2022;crduna;0;5;126771_5
inf117374;.;;30/05/2022;27/05/2022;crduna;0;1;125497_1
inf117389;.;;30/05/2022;27/05/2022;crduna;0;60;126771_10
inf117383;.;;30/05/2022;27/05/2022;crduna;0;2;126771_6
inf117386;.;;30/05/2022;27/05/2022;crduna;0;40;126771_8
inf117384;.;;30/05/2022;27/05/2022;crduna;0;3;126771_7
inf117388;.;;30/05/2022;27/05/2022;crduna;0;50;126771_9
inf117379;.;;30/05/2022;27/05/2022;crduna;0;20;126771_2
inf117380;.;;30/05/2022;27/05/2022;crduna;0;2;126771_3
inf117747;.;;01/06/2022;30/05/2022;crduna;0;4;126771_4
inf117748;256023;22MP2954;01/06/2022;30/05/2022;crduna;3;75;125634_1
inf117746;.;;01/06/2022;30/05/2022;crduna;0;1;126202_1
inf118560;.;;07/06/2022;02/06/2022;crduna;0;20;124876_1
inf118890;.;;08/06/2022;06/06/2022;crduna;0;10;126786_7
inf118891;.;;08/06/2022;06/06/2022;crduna;0;2;126786_6
inf118889;.;;08/06/2022;06/06/2022;crduna;0;1;126786_4
inf118887;.;;08/06/2022;06/06/2022;crduna;0;3;126786_1
inf118888;.;;08/06/2022;06/06/2022;crduna;0;1;126786_2
inf119180;.;;09/06/2022;08/06/2022;crduna;0;1;127065_1
inf119181;.;;09/06/2022;08/06/2022;crduna;0;2;127065_3
inf119179;.;;09/06/2022;08/06/2022;crduna;0;7;126786_9
inf119178;.;;09/06/2022;08/06/2022;crduna;0;13;126786_9
inf119177;.;;09/06/2022;08/06/2022;crduna;0;1;127068_1
inf119300;.;;10/06/2022;09/06/2022;crduna;0;3;127390_1
inf119466;.;;13/06/2022;13/06/2022;crduna;0;2;126786_3
inf120217;.;;21/06/2022;16/06/2022;crduna;0;2;125921_1
inf120214;.;;21/06/2022;16/06/2022;crduna;0;1;126202_1
inf120218;.;;21/06/2022;21/06/2022;crduna;0;3;125756_2
inf121331;.;;29/06/2022;24/06/2022;crduna;0;1;126157_1
inf121332;.;;29/06/2022;24/06/2022;crduna;0;2;125503_1
inf121356;.;;29/06/2022;29/06/2022;fball;0;4;127619_3
inf121347;.;;29/06/2022;29/06/2022;fball;0;2;127372_3
inf121353;.;;29/06/2022;29/06/2022;fball;0;2;127315_1
inf121363;.;;29/06/2022;29/06/2022;fball;0;2;127618_2
inf121364;.;;29/06/2022;29/06/2022;fball;0;1;127373_4
inf121365;.;;29/06/2022;29/06/2022;fball;0;1;127373_5
inf121366;.;;29/06/2022;29/06/2022;fball;0;1;127373_6
inf121335;.;;29/06/2022;29/06/2022;fball;0;23;127617_1
inf121362;.;;29/06/2022;29/06/2022;fball;0;6;127618_1
inf121346;.;;29/06/2022;29/06/2022;fball;0;2;126898_1
inf121351;.;;29/06/2022;29/06/2022;fball;0;2;127362_1
inf121359;.;;29/06/2022;29/06/2022;fball;0;1;126768_3
inf121358;.;;29/06/2022;29/06/2022;fball;0;3;126768_1
inf121357;.;;29/06/2022;29/06/2022;fball;0;3;127368_1
inf121355;.;;29/06/2022;29/06/2022;fball;0;2;127619_3
inf121965;.;;04/07/2022;30/06/2022;crduna;0;3;125500_3
inf122084;.;;04/07/2022;04/07/2022;crduna;0;2;127372_1
inf122078;.;;04/07/2022;04/07/2022;crduna;0;20;126786_10
inf122080;.;;04/07/2022;04/07/2022;crduna;0;8;126786_6
inf122089;20980;22MP3018;04/07/2022;04/07/2022;crduna;2;2000;126145_1
inf122648;.;;07/07/2022;06/07/2022;crduna;0;10;127617_1
inf122651;12440;I1183383;07/07/2022;06/07/2022;crduna;3;30;127845_5
inf123244;.;;12/07/2022;07/07/2022;crduna;0;37;127617_1
inf123245;.;;12/07/2022;08/07/2022;crduna;0;1;126894_1
inf123720;.;;14/07/2022;11/07/2022;crduna;0;1;127962_1
inf123719;.;;14/07/2022;11/07/2022;crduna;0;1;126271_1
inf123723;4940;I1169212;14/07/2022;14/07/2022;crduna;14;80;127905_2
inf123722;12440;I1183383;14/07/2022;14/07/2022;crduna;4;40;127905_1
inf123852;.;;15/07/2022;15/07/2022;fball;0;2;126786_5
inf124298;.;;19/07/2022;18/07/2022;crduna;0;60;126771_18
inf124297;.;;19/07/2022;18/07/2022;crduna;0;50;126771_16
inf124294;256023;22MP3072;19/07/2022;18/07/2022;crduna;2;50;125634_1
inf124279;.;;19/07/2022;18/07/2022;crduna;0;1;126400_2
inf124295;.;;19/07/2022;18/07/2022;crduna;0;1;127619_1
inf124296;.;;19/07/2022;18/07/2022;crduna;0;40;126771_11
inf124908;.;;22/07/2022;21/07/2022;crduna;0;6;128089_6
inf124907;.;;22/07/2022;21/07/2022;crduna;0;2;128089_3
inf124906;.;;22/07/2022;21/07/2022;crduna;0;1;128089_2
inf124905;.;;22/07/2022;21/07/2022;crduna;0;4;128089_1
inf124904;.;;22/07/2022;21/07/2022;crduna;0;1;128173_1
inf124903;.;;22/07/2022;21/07/2022;crduna;0;2;128052_1
inf124913;.;;22/07/2022;21/07/2022;crduna;0;1;128089_11
inf124911;.;;22/07/2022;21/07/2022;crduna;0;1;128089_9
inf124914;.;;22/07/2022;21/07/2022;crduna;0;1;128089_14
inf124910;12700;MB2002098;22/07/2022;21/07/2022;crduna;2;10;128089_8
inf124909;12680;MB1977933;22/07/2022;21/07/2022;crduna;1;3;128089_7
inf124912;.;;22/07/2022;21/07/2022;crduna;0;1;128089_10
inf124901;.;;22/07/2022;22/07/2022;crduna;0;2;124708_5
inf124899;.;;22/07/2022;22/07/2022;crduna;0;1;128169_1
inf125516;.;;29/07/2022;26/07/2022;crduna;0;1;126768_2
inf125517;.;;29/07/2022;27/07/2022;crduna;0;10;126786_8
inf125833;.;;01/08/2022;01/08/2022;fball;0;1;120178_5
inf126669;4940;I1169212;05/08/2022;03/08/2022;crduna;1;1;127845_12
inf126668;22355;22MP3125;05/08/2022;03/08/2022;crduna;4;100;125630_1
inf126602;20640;22MP3122;04/08/2022;04/08/2022;fball;2;494;124746_1
inf126603;20113;22MP3123;04/08/2022;04/08/2022;fball;1;20;127596_1
inf126601;.;;04/08/2022;04/08/2022;fball;0;3;128089_14
inf126611;20113;22MP3124;04/08/2022;04/08/2022;fball;1;20;126551_1
inf127147;.;;10/08/2022;10/08/2022;fball;0;1;128461_2
inf127149;.;;10/08/2022;10/08/2022;fball;0;1;128463_1
inf127315;.;;10/08/2022;10/08/2022;fball;0;49;127617_2
inf127152;.;;10/08/2022;10/08/2022;fball;0;1;128463_5
inf127151;.;;10/08/2022;10/08/2022;fball;0;1;128463_4
inf127285;.;;10/08/2022;10/08/2022;fball;0;1;127619_2
inf127146;.;;10/08/2022;10/08/2022;fball;0;1;128461_1
inf127150;.;;10/08/2022;10/08/2022;fball;0;2;128463_3
inf127148;.;;10/08/2022;10/08/2022;fball;0;4;128462_1
inf127506;253270;22MP3145;11/08/2022;11/08/2022;fball;4;20;126558_1
inf127963;2899;S8027197;17/08/2022;17/08/2022;fball;1;3;128395_1
inf127944;2899;S8027197;17/08/2022;17/08/2022;fball;1;5;128395_1
inf127972;2899;S80527197;17/08/2022;17/08/2022;fball;1;2;128395_2
inf127984;12440;I1183383;17/08/2022;17/08/2022;fball;3;30;127845_6
inf128213;2899;S8027197;18/08/2022;18/08/2022;fball;1;2;128395_3
inf128461;.;;19/08/2022;19/08/2022;fball;0;1;128089_3
inf128788;3884;HX29461965;23/08/2022;22/08/2022;fball;3;13;127845_1
inf128797;3884;HX27976365;23/08/2022;22/08/2022;fball;3;3;127845_1
inf128872;3884;HX27976365;23/08/2022;23/08/2022;fball;1;3;127845_2
inf128785;256037;22MP3164;23/08/2022;23/08/2022;fball;6;150;126567_2
inf128940;.;;24/08/2022;23/08/2022;crduna;0;1;127071_1
inf128786;256023;22MP3165;23/08/2022;23/08/2022;fball;5;125;126565_1
inf128780;256037;22MP3163;23/08/2022;23/08/2022;fball;6;150;126567_1
inf128778;21781;22MP3162;23/08/2022;23/08/2022;fball;7;140;127599_1
inf129110;.;;24/08/2022;24/08/2022;fball;0;1;127065_2
inf129111;.;;24/08/2022;24/08/2022;fball;0;1;128052_2
inf129112;.;;24/08/2022;24/08/2022;fball;0;10;127316_1
inf129486;.;;26/08/2022;26/08/2022;fball;0;1;127373_2
inf129483;.;;26/08/2022;26/08/2022;fball;0;2;127373_3
inf129482;.;;26/08/2022;26/08/2022;fball;0;1;127373_1
inf130071;.;;31/08/2022;30/08/2022;rmoreno;0;1;128598_1
inf130074;.;;31/08/2022;30/08/2022;rmoreno;0;1;128595_1
inf134076;.;;27/09/2022;27/09/2022;rmoreno;0;2;126784_2
inf133274;.;;21/09/2022;21/09/2022;rmoreno;0;1;128840_1
inf131425;.;;09/09/2022;08/09/2022;crduna;0;1;127636_3
inf132574;.;;16/09/2022;16/09/2022;rmoreno;0;20;128840_3
inf133965;.;;26/09/2022;26/09/2022;rmoreno;0;50;126771_12
inf132727;20640;22MP3237;16/09/2022;16/09/2022;fball;2;505,4;124746_2
inf131427;20113;22MP3219;09/09/2022;07/09/2022;crduna;1;20;127596_1
inf132573;.;;16/09/2022;16/09/2022;rmoreno;0;20;128840_2
inf133959;.;;26/09/2022;26/09/2022;rmoreno;0;60;126771_15
inf134627;.;;30/09/2022;30/09/2022;rmoreno;0;1;128428_3
inf131426;.;;09/09/2022;08/09/2022;crduna;0;1;127636_4
inf131805;.;;13/09/2022;13/09/2022;rmoreno;0;2;128089_4
inf133957;.;;26/09/2022;26/09/2022;rmoreno;0;40;126771_14
inf134575;.;;29/09/2022;29/09/2022;crduna;0;2;128428_1
inf131423;.;;09/09/2022;07/09/2022;crduna;0;8;127617_2
inf134628;.;;30/09/2022;30/09/2022;rmoreno;0;1;128428_5
inf131429;.;;09/09/2022;08/09/2022;crduna;0;1;127071_2
