Informe;IDOrden;Codigo de Producto;Descripcion;Lote;Fecha Informe;Fecha Recibido;Usuario;Cant Bultos;Cantidad Recibida;TiPo Compra;IDAlmacen;almacen;IDProveedor;proveedor;tipo material
inf112380;123512_1;12100;SERTRALINA CLORHIDRATO;22MP2854;18/04/2022;18/04/2022;mcruz;11;275;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf112378;123512_1;12100;SERTRALINA CLORHIDRATO;22MP2852;18/04/2022;18/04/2022;mcruz;11;275;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf112381;123512_1;12100;SERTRALINA CLORHIDRATO;22MP2855;18/04/2022;18/04/2022;mcruz;7;175;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf112379;123512_1;12100;SERTRALINA CLORHIDRATO;22MP2853;18/04/2022;18/04/2022;mcruz;11;275;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf115506;125320_12;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf115498;125320_4;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf115504;125320_10;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf115503;125320_9;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf115497;125320_3;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf115495;125320_1;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf115496;125320_2;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf115502;125320_8;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf115501;125320_7;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf115500;125320_6;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf115499;125320_5;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf115505;125320_11;IMPEVI1;IMPUREZAS Y EVIDENCIAS CO;;12/05/2022;10/05/2022;crduna;0;1;M;1;Uruguay;16;REDDY'S LABORATORIES LTD;NP
inf130861;128484_1;136034;RIVAROXABAN;22MP3209;06/09/2022;05/09/2022;crduna;7;123,95;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf133390;126998_1;12045;RISPERIDONA;22MP3251;22/09/2022;12/09/2022;crduna;1;5;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf130862;128484_1;136034;RIVAROXABAN;22MP3210;06/09/2022;05/09/2022;crduna;7;124,25;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf131046;125957_1;12100;SERTRALINA CLORHIDRATO;22MP3215;07/09/2022;06/09/2022;crduna;10;250;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf131043;125957_1;12100;SERTRALINA CLORHIDRATO;22MP3214;07/09/2022;06/09/2022;crduna;11;275;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf131042;125957_1;12100;SERTRALINA CLORHIDRATO;22MP3213;07/09/2022;06/09/2022;crduna;7;175;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf135958;124685_1;136039;LEVETIRACETAM BR;22MP3295;12/10/2022;12/10/2022;crduna;12;460,1;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf135959;124685_1;136039;LEVETIRACETAM BR;22MP3296;12/10/2022;12/10/2022;crduna;5;196,2;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf135960;127607_1;136006;LEVETIRACETAM;22MP3297;12/10/2022;12/10/2022;crduna;12;461,2;P;1;Uruguay;16;REDDY'S LABORATORIES LTD;MP
inf135962;127607_1;136006;LEVETIRACETAM;22MP3298;12/10/2022;12/10/2022;crduna;12;458;P;1;Uruguay;16;REDDY'S LABORATORIES LTD;MP
inf135965;126362_1;136039;LEVETIRACETAM BR;22MP3299;12/10/2022;12/10/2022;crduna;12;462;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf135966;126362_1;136039;LEVETIRACETAM BR;22MP3300;12/10/2022;12/10/2022;crduna;12;461,5;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf137109;127456_1;12100;SERTRALINA CLORHIDRATO;22MP3325;20/10/2022;19/10/2022;crduna;1;25;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf137110;127456_1;12100;SERTRALINA CLORHIDRATO;22MP3326;20/10/2022;19/10/2022;crduna;5;125;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf137111;127456_1;12100;SERTRALINA CLORHIDRATO;22MP3327;20/10/2022;19/10/2022;crduna;11;275;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf137113;127456_1;12100;SERTRALINA CLORHIDRATO;22MP3328;20/10/2022;19/10/2022;crduna;11;275;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf137114;127456_1;12100;SERTRALINA CLORHIDRATO;22MP3329;20/10/2022;19/10/2022;crduna;11;275;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf137115;127456_1;12100;SERTRALINA CLORHIDRATO;22MP3330;20/10/2022;19/10/2022;crduna;11;275;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf137116;127456_1;12100;SERTRALINA CLORHIDRATO;22MP3331;20/10/2022;19/10/2022;crduna;6;150;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf144967;127473_1;11680;ONDANSETRON CLH.DIHIDRAT;22MP3506;15/12/2022;07/12/2022;crduna;1;4940;P;2;Argentina;16;REDDY'S LABORATORIES LTD;MP
inf106328;124968_2;.;TERMOCUPLA;;23/02/2022;23/02/2022;mcruz;0;4;M;2;Argentina;17;AX SARCO S.A.;NP
inf106327;124968_1;.;VALVULA DE RETENCION;;23/02/2022;23/02/2022;mcruz;0;4;M;2;Argentina;17;AX SARCO S.A.;NP
inf108813;125367_1;.;VALVULA;;21/03/2022;21/03/2022;crduna;0;1;M;2;Argentina;17;AX SARCO S.A.;NP
inf108814;123173_1;.;ROTOR DE CABEZAL;;21/03/2022;21/03/2022;crduna;0;1;M;2;Argentina;17;AX SARCO S.A.;NP
inf109117;123173_1;.;ROTOR DE CABEZAL;;22/03/2022;22/03/2022;mcruz;0;1;M;2;Argentina;17;AX SARCO S.A.;NP
inf109792;125729_1;.;FILTRO ELEMENTO;;30/03/2022;30/03/2022;crduna;0;2;M;2;Argentina;17;AX SARCO S.A.;NP
inf110118;125367_2;.;VALVULA;;01/04/2022;01/04/2022;crduna;0;1;M;2;Argentina;17;AX SARCO S.A.;NP
inf113567;125292_1;.;VALVULA DE DOS CUERPOS;;29/04/2022;25/04/2022;crduna;0;1;M;2;Argentina;17;AX SARCO S.A.;NP
inf119419;127007_1;.;VALVULA ESFERICA;;13/06/2022;10/06/2022;crduna;0;4;M;2;Argentina;17;AX SARCO S.A.;NP
inf120524;125729_2;.;FILTRO ELEMENTO;;23/06/2022;22/06/2022;crduna;0;2;M;2;Argentina;17;AX SARCO S.A.;NP
inf125947;126178_1;.;VALVULA;;01/08/2022;01/08/2022;fball;0;3;M;2;Argentina;17;AX SARCO S.A.;NP
inf130026;128843_1;.;REP W-M TUBING;;31/08/2022;30/08/2022;rmoreno;0;15;M;1;Uruguay;17;AX SARCO S.A.;NP
inf130027;128843_2;.;REP W-M TUBING;;31/08/2022;30/08/2022;rmoreno;0;15;M;1;Uruguay;17;AX SARCO S.A.;NP
inf134571;128984_3;.;REP W-M SERIE 600;;29/09/2022;29/09/2022;crduna;0;2;M;2;Argentina;17;AX SARCO S.A.;NP
inf130811;127007_1;.;VALVULA ESFERICA;;05/09/2022;05/09/2022;rmoreno;0;7;M;2;Argentina;17;AX SARCO S.A.;NP
inf133271;128680_1;.;REPUESTO;;21/09/2022;21/09/2022;crduna;0;2;M;2;Argentina;17;AX SARCO S.A.;NP
inf133718;128984_2;.;REP W-M SERIE 300;;23/09/2022;23/09/2022;rmoreno;0;10;M;2;Argentina;17;AX SARCO S.A.;NP
inf133717;128984_1;.;REP W-M SERIE 300;;23/09/2022;23/09/2022;rmoreno;0;4;M;2;Argentina;17;AX SARCO S.A.;NP
inf141957;129107_1;.;REP W-M BIOPRENE TUBING;;24/11/2022;22/11/2022;rmoreno;0;30;M;2;Argentina;17;AX SARCO S.A.;NP
inf101659;122258_3;.;O296-4/Isooctano;;11/01/2022;11/01/2022;crduna;0;6;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf102068;123517_1;.;9655000 MICROPIPETA;;14/01/2022;13/01/2022;hmunoz;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf102063;121508_8;.;P/54240/60/CLORURO DE;;14/01/2022;13/01/2022;hmunoz;0;2;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf102061;121151_14;.;D/4125/PB17 DMSO;;14/01/2022;13/01/2022;hmunoz;0;42;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf102057;121151_14;.;D/4125/PB17 DMSO;;14/01/2022;13/01/2022;hmunoz;0;28;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf102056;124888_1;12400;ACIDO CLORHIDRICO PA;J3410;14/01/2022;13/01/2022;hmunoz;3;18;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf102065;124779_1;.;14395-250 FRASCO 250ml;;14/01/2022;13/01/2022;hmunoz;0;250;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf102067;123806_3;.;2640181-B Matraz 100;;14/01/2022;13/01/2022;hmunoz;0;30;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf102055;124891_1;.;34836 Hydranal AG;;14/01/2022;13/01/2022;hmunoz;0;6;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf102721;121645_3;12640;ETER ETILICO PA;;19/01/2022;19/01/2022;fball;12;12;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf102685;122258_25;12640;ETER ETILICO PA;;19/01/2022;19/01/2022;fball;12;12;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf102714;121645_2;12640;ETER ETILICO PA;;19/01/2022;19/01/2022;fball;12;12;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf102701;121645_1;12640;ETER ETILICO PA;;19/01/2022;19/01/2022;fball;10;10;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf102687;124797_1;.;PERLAS DE VIDRIO;;19/01/2022;19/01/2022;fball;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf103399;121645_4;12640;ETER ETILICO PA;L1300;25/01/2022;25/01/2022;fball;12;12;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf103392;121645_6;12640;ETER ETILICO PA;L1300;25/01/2022;25/01/2022;fball;12;12;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf103391;122258_29;12640;ETER ETILICO PA;L1300;25/01/2022;25/01/2022;fball;12;12;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf103393;121645_5;12640;ETER ETILICO PA;L1300;25/01/2022;25/01/2022;fball;10;10;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf103469;121788_4;10001;ACETATO DE ETILO PA;L050C;26/01/2022;26/01/2022;crduna;2;15;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf103466;123346_3;.;30153 Soporte para;;26/01/2022;26/01/2022;crduna;0;10;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf103462;124712_1;3276;FRASCO ESTERIL 250 ML ENV;;26/01/2022;26/01/2022;crduna;8;2000;P;2;Argentina;18;UIMICA QUIRURGICA S.A;ME
inf103463;122549_1;.;FB 965H Crisol Porcelana;;26/01/2022;26/01/2022;crduna;0;26;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf103464;123346_1;.;SHKE2000-1CE AGITADOR;;26/01/2022;26/01/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf103465;123346_2;.;30100 Bandeja universal;;26/01/2022;26/01/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf103467;123346_4;.;30157BI Soporte para;;26/01/2022;26/01/2022;crduna;0;6;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf103468;123283_2;.;617941 Vaso Griffin 5000;;26/01/2022;26/01/2022;crduna;0;2;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf103470;121788_1;10001;ACETATO DE ETILO PA;EC036;26/01/2022;26/01/2022;crduna;1;8;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf103471;121788_2;10001;ACETATO DE ETILO PA;EC036;26/01/2022;26/01/2022;crduna;1;8;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf103472;121788_3;10001;ACETATO DE ETILO PA;EC036;26/01/2022;26/01/2022;crduna;1;8;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf104063;124712_1;3276;FRASCO ESTERIL 250 ML ENV;;02/02/2022;02/02/2022;crduna;4;1000;P;2;Argentina;18;UIMICA QUIRURGICA S.A;ME
inf104062;122549_2;.;FB 965H Crisol Porcelana;;02/02/2022;02/02/2022;crduna;0;8;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf104061;122549_1;.;FB 965H Crisol Porcelana;;02/02/2022;02/02/2022;crduna;0;4;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf104059;122764_1;.;SP88857106 AGITADOR MAGN;;02/02/2022;02/02/2022;crduna;0;2;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf104989;123806_4;.;2640181-B Matraz 100;;11/02/2022;09/02/2022;crduna;0;30;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf104996;121648_5;.;34865 Tetrahidrofurano H;;11/02/2022;09/02/2022;crduna;0;24;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf104994;121788_4;10001;ACETATO DE ETILO PA;EC036;11/02/2022;09/02/2022;crduna;1;4;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf105440;123747_18;.;14395-500/Frasco  500 ml;;16/02/2022;16/02/2022;crduna;0;50;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf105441;121151_8;.;A998-4 Acetonitrilo HPLC;;16/02/2022;16/02/2022;crduna;0;288;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf105442;121151_15;.;D/4125/PB17 DMSO;;16/02/2022;16/02/2022;crduna;0;50;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf105445;125252_1;.;O2434-4  DIMETILACETAMID;;16/02/2022;16/02/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf105447;122258_10;.;A998-4/ACETONITRILO HPLC;;16/02/2022;16/02/2022;crduna;0;256;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf105448;122258_13;12380;ACIDO ACETICO PA;K1700;16/02/2022;16/02/2022;crduna;2;12;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf105449;122258_16;.;O4901-500/ACIDO;;16/02/2022;16/02/2022;crduna;0;2;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf105450;122258_16;.;O4901-500/ACIDO;;16/02/2022;16/02/2022;crduna;0;4;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf105451;122258_20;12460;ALCOHOL METILICO HPLC;203403;16/02/2022;16/02/2022;crduna;8;124;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf105452;122258_20;12460;ALCOHOL METILICO HPLC;207910;16/02/2022;16/02/2022;crduna;3;36;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf105453;122258_23;12620;CLORURO DE METILENO PA;199019;16/02/2022;16/02/2022;crduna;1;16;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf105455;122258_26;12640;ETER ETILICO PA;L1300;16/02/2022;16/02/2022;crduna;1;6;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf106652;123747_16;.;14000-2000/VASO 2000ML;;02/03/2022;02/03/2022;crduna;0;4;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf106653;124431_1;.;60.359.000106 TAMIZ;;02/03/2022;02/03/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf106654;121644_7;12460;ALCOHOL METILICO HPLC;207910;02/03/2022;02/03/2022;crduna;18;288;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf106655;121788_4;10001;ACETATO DE ETILO PA;EC036;02/03/2022;02/03/2022;crduna;1;12;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf107645;123682_1;.;14938-500 4-metil;;09/03/2022;09/03/2022;mcruz;0;4;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf107646;123806_5;.;2640181-B Matraz 100;;09/03/2022;09/03/2022;mcruz;0;30;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf108401;122258_21;12460;ALCOHOL METILICO HPLC;207910;16/03/2022;16/03/2022;mcruz;40;160;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf108399;121151_9;.;A998-4 Acetonitrilo HPLC;;16/03/2022;16/03/2022;mcruz;0;160;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf108391;122309_4;.;14-826-127/Descartador;;16/03/2022;16/03/2022;mcruz;0;2;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf108398;121151_9;.;A998-4 Acetonitrilo HPLC;;16/03/2022;16/03/2022;mcruz;0;32;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf108397;121151_9;.;A998-4 Acetonitrilo HPLC;;16/03/2022;16/03/2022;mcruz;0;96;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf108392;122549_2;.;FB 965H Crisol Porcelana;;16/03/2022;16/03/2022;mcruz;0;22;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf108400;122258_11;.;A998-4/ACETONITRILO HPLC;;16/03/2022;16/03/2022;mcruz;0;256;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf109851;122217_4;.;O296-4 2.2.4 Trimetilpen;;30/03/2022;17/03/2022;crduna;0;32;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf109849;125755_1;2897;TIOSULFATO DE SODIO PENTA;1903399;30/03/2022;17/03/2022;crduna;1;1000;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf109852;121648_6;.;34865 Tetrahidrofurano H;;30/03/2022;17/03/2022;crduna;0;24;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf109853;125945_1;3276;FRASCO ESTERIL 250 ML ENV;;30/03/2022;17/03/2022;crduna;8;2000;P;2;Argentina;18;UIMICA QUIRURGICA S.A;ME
inf109162;123286_1;.;608081 Vaso Griffin 100;;23/03/2022;23/03/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf109165;121151_16;.;D/4125/PB17 DMSO;;23/03/2022;23/03/2022;crduna;0;50;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf111002;122258_22;12460;ALCOHOL METILICO HPLC;207910;06/04/2022;06/04/2022;mcruz;40;160;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf110996;125160_1;.;3MA005  STANDARD de CALI;;06/04/2022;06/04/2022;mcruz;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf110991;125986_1;.;O121-1 PARAFINA;;06/04/2022;06/04/2022;mcruz;0;25;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf110992;123806_6;.;2640181-B Matraz 100;;06/04/2022;06/04/2022;mcruz;0;30;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf110993;125225_1;.;6015 STANDARD;;06/04/2022;06/04/2022;mcruz;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf111001;122258_12;.;A998-4/ACETONITRILO HPLC;;06/04/2022;06/04/2022;mcruz;0;256;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf110994;125204_1;.;6005 STANDARD;;06/04/2022;06/04/2022;mcruz;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf110995;125204_2;.;6025 STANDARD;;06/04/2022;06/04/2022;mcruz;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf110998;125918_1;.;A998-4 Acetonitrilo HPLC;;06/04/2022;06/04/2022;mcruz;0;288;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf110997;123061_3;.;S9888-1KG Cloruro;;06/04/2022;06/04/2022;mcruz;0;2;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf112138;125248_1;.;3LA151 SOLUCION STANDARD;;18/04/2022;13/04/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf112142;126151_3;.;34805-1L-R Hydranal 5mg;;18/04/2022;13/04/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf112135;126310_1;.;T560203 COLUMNA;;18/04/2022;13/04/2022;crduna;0;3;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf112140;126151_1;.;34836-500 Hydranal -Coul;;18/04/2022;13/04/2022;crduna;0;6;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf112136;125020_1;.;3125A Nanosphere 125nm;;18/04/2022;13/04/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf112137;126154_1;.;FRASCO 1000ML;;18/04/2022;13/04/2022;crduna;0;50;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf112141;126151_3;.;34805-1L-R Hydranal 5mg;;18/04/2022;13/04/2022;crduna;0;11;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf112139;126199_1;.;P/54240/60;;18/04/2022;13/04/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf113871;125945_2;3276;FRASCO ESTERIL 250 ML ENV;;02/05/2022;26/04/2022;crduna;8;2000;P;2;Argentina;18;UIMICA QUIRURGICA S.A;ME
inf114450;126631_1;10001;ACETATO DE ETILO PA;EC036;04/05/2022;04/05/2022;crduna;3;12;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf115660;124777_1;.;P285-3  FOSFATO MONOBASI;;13/05/2022;11/05/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf115658;121508_11;.;P285-3/Fosfato de;;13/05/2022;11/05/2022;crduna;0;2;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf115623;126320_1;.;PORTAOBJETOS. 25 X 75 mm;;12/05/2022;11/05/2022;crduna;0;3;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf115619;125640_1;.;TS18817 Bloque de alumin;;12/05/2022;11/05/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf115659;126151_2;.;34836-500 Hydranal -Coul;;13/05/2022;11/05/2022;crduna;0;6;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf116761;125499_1;.;P285-3 Fosfato de Potasi;;23/05/2022;20/05/2022;crduna;0;5;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf116762;124904_1;2897;TIOSULFATO DE SODIO PENTA;;23/05/2022;20/05/2022;crduna;1;1000;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf116768;124904_1;2897;TIOSULFATO DE SODIO PENTA;1903399;23/05/2022;20/05/2022;crduna;1;1000;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf116769;124904_1;2897;TIOSULFATO DE SODIO PENTA;1913682;23/05/2022;20/05/2022;crduna;1;1000;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf116763;124904_1;2897;TIOSULFATO DE SODIO PENTA;1913682;23/05/2022;20/05/2022;crduna;1;1;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf116767;124904_1;2897;TIOSULFATO DE SODIO PENTA;;23/05/2022;23/05/2022;crduna;0;-1000;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf117367;126783_1;.;03578 TEST BOWIE DICK;;30/05/2022;27/05/2022;crduna;0;8;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf117368;126996_1;.;A998-4 Acetonitrilo HPLC;;30/05/2022;27/05/2022;crduna;0;340;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf118406;124149_1;.;8830-32;;06/06/2022;01/06/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf118407;125945_3;3276;FRASCO ESTERIL 250 ML ENV;;06/06/2022;01/06/2022;crduna;8;2000;P;2;Argentina;18;UIMICA QUIRURGICA S.A;ME
inf119176;126631_2;10001;ACETATO DE ETILO PA;EC036;09/06/2022;08/06/2022;crduna;2;24;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf119174;126996_2;.;A998-4 Acetonitrilo HPLC;;09/06/2022;08/06/2022;crduna;0;340;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf119175;127064_1;.;A663-500 Citrato;;09/06/2022;08/06/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf119891;127371_1;.;P70 1.10 Fenantrolina;;16/06/2022;15/06/2022;crduna;0;1;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf119892;127314_1;.;E139  Eter Petroleo;;16/06/2022;15/06/2022;crduna;0;2,5;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf121995;126745_1;.;O/0028/46 Acido Octan;;04/07/2022;30/06/2022;crduna;0;15;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf121989;127335_1;3276;FRASCO ESTERIL 250 ML ENV;;04/07/2022;30/06/2022;crduna;8;2000;P;2;Argentina;18;UIMICA QUIRURGICA S.A;ME
inf121992;126996_3;.;A998-4 Acetonitrilo HPLC;;04/07/2022;30/06/2022;crduna;0;288;M;2;Argentina;18;UIMICA QUIRURGICA S.A;NP
inf121994;126773_1;.;S/1280/50 PLATA;;04/07/2022;30/06/2022;crduna;0;1;M;1;Uruguay;18;UIMICA QUIRURGICA S.A;NP
inf123729;127832_1;12460;ALCOHOL METILICO HPLC;213525;14/07/2022;14/07/2022;crduna;18;288;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
inf123727;126631_3;10001;ACETATO DE ETILO PA;EC036;14/07/2022;14/07/2022;crduna;2;28;P;2;Argentina;18;UIMICA QUIRURGICA S.A;MP
